tools/clang/lib/Serialization/CMakeFiles/obj.clangSerialization.dir/ASTReader.cpp.o,default,458082,419502
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/DynamicRecursiveASTVisitor.cpp.o,default,468954,419143
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGExpr.cpp.o,default,163902,160835
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGDebugInfo.cpp.o,default,396224,283272
tools/clang/lib/ASTMatchers/CMakeFiles/obj.clangASTMatchers.dir/ASTMatchFinder.cpp.o,default,316497,198392
tools/clang/lib/ExtractAPI/CMakeFiles/obj.clangExtractAPI.dir/ExtractAPIConsumer.cpp.o,default,430006,347129
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ASTImporterLookupTable.cpp.o,default,142342,85560
lib/Target/AMDGPU/CMakeFiles/LLVMAMDGPUCodeGen.dir/AMDGPUTargetMachine.cpp.o,default,238029,252266
tools/llvm-readobj/CMakeFiles/llvm-readobj.dir/ELFDumper.cpp.o,default,1020074,781014
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/ObjectFilePCHContainerWriter.cpp.o,default,143798,88065
tools/clang/lib/Tooling/Refactoring/CMakeFiles/obj.clangToolingRefactoring.dir/ASTSelection.cpp.o,default,101615,75454
tools/clang/lib/Serialization/CMakeFiles/obj.clangSerialization.dir/ASTReaderDecl.cpp.o,default,218077,210767
tools/clang/lib/Tooling/Refactoring/CMakeFiles/obj.clangToolingRefactoring.dir/Rename/USRFindingAction.cpp.o,default,142813,88578
tools/clang/lib/Tooling/Syntax/CMakeFiles/obj.clangToolingSyntax.dir/BuildTree.cpp.o,default,130188,98835
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/WebKit/ForwardDeclChecker.cpp.o,default,141514,87313
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/AttrImpl.cpp.o,default,543810,493769
lib/Target/RISCV/CMakeFiles/LLVMRISCVCodeGen.dir/RISCVISelDAGToDAG.cpp.o,default,2331527,2325049
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaTemplate.cpp.o,default,526617,493115
lib/CodeGen/AsmPrinter/CMakeFiles/LLVMAsmPrinter.dir/AsmPrinter.cpp.o,default,108826,104869
lib/Analysis/CMakeFiles/LLVMAnalysis.dir/ScalarEvolution.cpp.o,default,351627,322085
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ParentMapContext.cpp.o,default,153783,134926
tools/clang/lib/Basic/CMakeFiles/obj.clangBasic.dir/Targets.cpp.o,default,181659,170298
tools/clang/lib/Tooling/ASTDiff/CMakeFiles/obj.clangToolingASTDiff.dir/ASTDiff.cpp.o,default,105622,88769
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGHLSLRuntime.cpp.o,default,150409,137558
tools/clang/lib/InstallAPI/CMakeFiles/obj.clangInstallAPI.dir/Visitor.cpp.o,default,143256,128290
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/WebKit/RetainPtrCtorAdoptChecker.cpp.o,default,148251,94124
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/MallocChecker.cpp.o,default,122803,114500
tools/clang/lib/Frontend/CMakeFiles/obj.clangFrontend.dir/CompilerInvocation.cpp.o,default,427806,372472
lib/Target/RISCV/CMakeFiles/LLVMRISCVCodeGen.dir/RISCVISelLowering.cpp.o,default,533474,498254
lib/Target/X86/AsmParser/CMakeFiles/LLVMX86AsmParser.dir/X86AsmParser.cpp.o,default,902513,896108
lib/Passes/CMakeFiles/LLVMPasses.dir/PassBuilder.cpp.o,default,725618,745315
tools/obj2yaml/CMakeFiles/obj2yaml.dir/elf2yaml.cpp.o,default,349901,243115
lib/Transforms/IPO/CMakeFiles/LLVMipo.dir/SampleProfile.cpp.o,default,159332,156060
tools/clang/lib/Frontend/CMakeFiles/obj.clangFrontend.dir/InterfaceStubFunctionsConsumer.cpp.o,default,141596,86471
lib/Target/AArch64/CMakeFiles/LLVMAArch64CodeGen.dir/AArch64ISelLowering.cpp.o,default,640417,592625
lib/Transforms/Utils/CMakeFiles/LLVMTransformUtils.dir/SimplifyCFG.cpp.o,default,185430,174665
lib/CodeGen/AsmPrinter/CMakeFiles/LLVMAsmPrinter.dir/DwarfDebug.cpp.o,default,160212,154670
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/StreamChecker.cpp.o,default,77568,72985
lib/Target/X86/CMakeFiles/LLVMX86CodeGen.dir/X86ISelLowering.cpp.o,default,1300198,1196875
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaDeclAttr.cpp.o,default,208158,188801
lib/Transforms/IPO/CMakeFiles/LLVMipo.dir/OpenMPOpt.cpp.o,default,267780,247318
lib/Transforms/Vectorize/CMakeFiles/LLVMVectorize.dir/SLPVectorizer.cpp.o,default,753434,718936
lib/Object/CMakeFiles/LLVMObject.dir/ELF.cpp.o,default,415485,304467
tools/lld/COFF/CMakeFiles/lldCOFF.dir/Writer.cpp.o,default,138625,123576
lib/Target/AMDGPU/AsmParser/CMakeFiles/LLVMAMDGPUAsmParser.dir/AMDGPUAsmParser.cpp.o,default,5856872,5843819
tools/clang/lib/Analysis/FlowSensitive/Models/CMakeFiles/obj.clangAnalysisFlowSensitiveModels.dir/UncheckedOptionalAccessModel.cpp.o,default,181254,138639
lib/Transforms/Vectorize/CMakeFiles/LLVMVectorize.dir/LoopVectorize.cpp.o,default,288184,264142
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/TextNodeDumper.cpp.o,default,211981,177508
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaCodeComplete.cpp.o,default,229402,213232
lib/CodeGen/CMakeFiles/LLVMCodeGen.dir/LiveDebugValues/InstrRefBasedImpl.cpp.o,default,170520,166583
tools/clang/lib/Analysis/CMakeFiles/obj.clangAnalysis.dir/ExprMutationAnalyzer.cpp.o,default,209733,169819
tools/clang/lib/StaticAnalyzer/Core/CMakeFiles/obj.clangStaticAnalyzerCore.dir/BugReporterVisitors.cpp.o,default,99410,92816
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CodeGenPGO.cpp.o,default,167955,109256
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaLookup.cpp.o,default,252643,247599
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaExpr.cpp.o,default,842372,793055
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/TargetBuiltins/ARM.cpp.o,default,489463,484758
lib/Target/ARM/CMakeFiles/LLVMARMCodeGen.dir/ARMISelLowering.cpp.o,default,474429,435227
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaOpenMP.cpp.o,default,790367,745415
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ByteCode/EvalEmitter.cpp.o,default,862242,753973
lib/Passes/CMakeFiles/LLVMPasses.dir/PassBuilderPipelines.cpp.o,default,161125,166410
lib/ExecutionEngine/Orc/CMakeFiles/LLVMOrcJIT.dir/Core.cpp.o,default,157341,150073
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/JSONNodeDumper.cpp.o,default,115219,105730
lib/IR/CMakeFiles/LLVMCore.dir/DebugInfoMetadata.cpp.o,default,134060,135465
lib/CodeGen/CMakeFiles/LLVMCodeGen.dir/MachinePipeliner.cpp.o,default,161681,155486
tools/llvm-objdump/CMakeFiles/llvm-objdump.dir/llvm-objdump.cpp.o,default,174237,159549
lib/Transforms/Scalar/CMakeFiles/LLVMScalarOpts.dir/NewGVN.cpp.o,default,110024,103775
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ASTDumper.cpp.o,default,143430,126998
lib/ObjCopy/CMakeFiles/LLVMObjCopy.dir/ELF/ELFObject.cpp.o,default,333730,199148
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaType.cpp.o,default,150109,148013
lib/Target/X86/MCTargetDesc/CMakeFiles/LLVMX86Desc.dir/X86MCTargetDesc.cpp.o,default,1897730,1897419
lib/CodeGen/SelectionDAG/CMakeFiles/LLVMSelectionDAG.dir/DAGCombiner.cpp.o,default,695945,628652
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/LocalizationChecker.cpp.o,default,55361,54095
tools/clang/lib/Index/CMakeFiles/obj.clangIndex.dir/IndexTypeSourceInfo.cpp.o,default,56319,34894
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaOverload.cpp.o,default,255322,241766
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaChecking.cpp.o,default,275062,253237
lib/IR/CMakeFiles/LLVMCore.dir/Metadata.cpp.o,default,162914,163669
lib/Bitcode/Reader/CMakeFiles/LLVMBitReader.dir/BitcodeReader.cpp.o,default,222433,210526
lib/ExecutionEngine/Orc/CMakeFiles/LLVMOrcJIT.dir/MachOPlatform.cpp.o,default,114009,108921
tools/clang/lib/Analysis/FlowSensitive/CMakeFiles/obj.clangAnalysisFlowSensitive.dir/TypeErasedDataflowAnalysis.cpp.o,default,73869,65953
lib/Target/RISCV/CMakeFiles/LLVMRISCVCodeGen.dir/GISel/RISCVInstructionSelector.cpp.o,default,2514183,2511047
tools/llvm-profdata/CMakeFiles/llvm-profdata.dir/llvm-profdata.cpp.o,default,252301,235157
lib/Target/AMDGPU/CMakeFiles/LLVMAMDGPUCodeGen.dir/SIISelLowering.cpp.o,default,340007,315983
lib/IR/CMakeFiles/LLVMCore.dir/Verifier.cpp.o,default,229044,213903
lib/CodeGen/CMakeFiles/LLVMCodeGen.dir/CodeGenPrepare.cpp.o,default,196982,189319
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ByteCode/Compiler.cpp.o,default,210557,195820
lib/CodeGen/SelectionDAG/CMakeFiles/LLVMSelectionDAG.dir/SelectionDAG.cpp.o,default,331472,297458
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/VTableBuilder.cpp.o,default,112280,106004
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGCall.cpp.o,default,136960,134375
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ItaniumMangle.cpp.o,default,125155,107515
tools/clang/lib/StaticAnalyzer/Core/CMakeFiles/obj.clangStaticAnalyzerCore.dir/ExprEngine.cpp.o,default,127781,121281
lib/CodeGen/SelectionDAG/CMakeFiles/LLVMSelectionDAG.dir/SelectionDAGBuilder.cpp.o,default,315447,293456
tools/llvm-pdbutil/CMakeFiles/llvm-pdbutil.dir/DumpOutputStyle.cpp.o,default,215732,154886
tools/lld/ELF/CMakeFiles/lldELF.dir/InputFiles.cpp.o,default,223407,165972
tools/clang/lib/Index/CMakeFiles/obj.clangIndex.dir/IndexBody.cpp.o,default,131387,79341
lib/IR/CMakeFiles/LLVMCore.dir/Constants.cpp.o,default,99638,94390
lib/Target/Hexagon/CMakeFiles/LLVMHexagonCodeGen.dir/HexagonInstrInfo.cpp.o,default,2526247,2515218
lib/DebugInfo/LogicalView/CMakeFiles/LLVMDebugInfoLogicalView.dir/Core/LVScope.cpp.o,default,97246,92698
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ASTImporter.cpp.o,default,314270,256362
tools/clang/lib/Driver/CMakeFiles/obj.clangDriver.dir/Driver.cpp.o,default,184194,172765
lib/Target/X86/CMakeFiles/LLVMX86CodeGen.dir/X86FastISel.cpp.o,default,183010,183346
lib/CodeGen/CMakeFiles/LLVMCodeGen.dir/AssignmentTrackingAnalysis.cpp.o,default,115623,109439
tools/clang/lib/StaticAnalyzer/Core/CMakeFiles/obj.clangStaticAnalyzerCore.dir/RegionStore.cpp.o,default,89956,80466
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/GCDAntipatternChecker.cpp.o,default,45065,40169
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/ParsedAttr.cpp.o,default,240409,240048
lib/Target/AMDGPU/Utils/CMakeFiles/LLVMAMDGPUUtils.dir/AMDGPUBaseInfo.cpp.o,default,872384,871756
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaDeclObjC.cpp.o,default,104246,102680
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/Expr.cpp.o,default,86903,78936
lib/Passes/CMakeFiles/LLVMPasses.dir/StandardInstrumentations.cpp.o,default,148822,134117
lib/CodeGen/GlobalISel/CMakeFiles/LLVMGlobalISel.dir/CombinerHelper.cpp.o,default,204707,191200
tools/lld/ELF/CMakeFiles/lldELF.dir/Writer.cpp.o,default,198670,174420
lib/Target/X86/CMakeFiles/LLVMX86CodeGen.dir/X86ISelDAGToDAG.cpp.o,default,840231,832532
tools/clang/tools/libclang/CMakeFiles/libclang.dir/CXExtractAPI.cpp.o,default,259052,186091
lib/Transforms/InstCombine/CMakeFiles/LLVMInstCombine.dir/InstCombineCompares.cpp.o,default,207181,177900
lib/CodeGen/AsmPrinter/CMakeFiles/LLVMAsmPrinter.dir/CodeViewDebug.cpp.o,default,107604,104465
lib/AsmParser/CMakeFiles/LLVMAsmParser.dir/LLParser.cpp.o,default,291282,276933
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGObjCMac.cpp.o,default,133831,130171
lib/Transforms/IPO/CMakeFiles/LLVMipo.dir/Attributor.cpp.o,default,205596,189309
tools/lld/MachO/CMakeFiles/lldMachO.dir/SyntheticSections.cpp.o,default,99905,90980
lib/CodeGen/CMakeFiles/LLVMCodeGen.dir/MachineSink.cpp.o,default,82587,80165
lib/CodeGen/GlobalISel/CMakeFiles/LLVMGlobalISel.dir/IRTranslator.cpp.o,default,123291,117222
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/ObjCAutoreleaseWriteChecker.cpp.o,default,52687,46647
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaStmt.cpp.o,default,123801,116570
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGBuiltin.cpp.o,default,136285,132121
lib/Target/PowerPC/CMakeFiles/LLVMPowerPCCodeGen.dir/PPCISelLowering.cpp.o,default,402103,371524
tools/clang/lib/StaticAnalyzer/Core/CMakeFiles/obj.clangStaticAnalyzerCore.dir/LoopUnrolling.cpp.o,default,96222,78436
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGOpenMPRuntime.cpp.o,default,329363,311706
lib/Transforms/Scalar/CMakeFiles/LLVMScalarOpts.dir/SROA.cpp.o,default,128222,120407
lib/Analysis/CMakeFiles/LLVMAnalysis.dir/LoopAccessAnalysis.cpp.o,default,84682,85852
lib/Transforms/Vectorize/CMakeFiles/LLVMVectorize.dir/VPlanTransforms.cpp.o,default,170479,123795
lib/Transforms/IPO/CMakeFiles/LLVMipo.dir/LowerTypeTests.cpp.o,default,148816,141537
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/NumberObjectConversionChecker.cpp.o,default,86179,70576
lib/IR/CMakeFiles/LLVMCore.dir/Dominators.cpp.o,default,118339,110669
lib/IR/CMakeFiles/LLVMCore.dir/AsmWriter.cpp.o,default,131379,107541
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ByteCode/Interp.cpp.o,default,818609,704662
lib/DWARFLinker/Classic/CMakeFiles/LLVMDWARFLinkerClassic.dir/DWARFLinker.cpp.o,default,102164,95497
lib/Transforms/Scalar/CMakeFiles/LLVMScalarOpts.dir/GVN.cpp.o,default,91528,88267
lib/ExecutionEngine/Orc/CMakeFiles/LLVMOrcJIT.dir/IndirectionUtils.cpp.o,default,88330,83302
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/BackendUtil.cpp.o,default,87786,88407
tools/clang/lib/Lex/CMakeFiles/obj.clangLex.dir/ModuleMap.cpp.o,default,113378,99773
tools/clang/lib/Analysis/CMakeFiles/obj.clangAnalysis.dir/RetainSummaryManager.cpp.o,default,43364,42668
lib/CodeGen/SelectionDAG/CMakeFiles/LLVMSelectionDAG.dir/SelectionDAGISel.cpp.o,default,91495,88144
lib/DebugInfo/DWARF/CMakeFiles/LLVMDebugInfoDWARF.dir/DWARFVerifier.cpp.o,default,141315,127073
tools/clang/lib/ASTMatchers/CMakeFiles/obj.clangASTMatchers.dir/ASTMatchersInternal.cpp.o,default,24448,23450
tools/lld/MachO/CMakeFiles/lldMachO.dir/InputFiles.cpp.o,default,119036,105705
lib/CodeGen/SelectionDAG/CMakeFiles/LLVMSelectionDAG.dir/TargetLowering.cpp.o,default,353891,322207
lib/Target/AArch64/CMakeFiles/LLVMAArch64CodeGen.dir/AArch64TargetMachine.cpp.o,default,38601,37678
lib/SandboxIR/CMakeFiles/LLVMSandboxIR.dir/Context.cpp.o,default,32411,32235
utils/TableGen/CMakeFiles/llvm-tblgen.dir/AsmMatcherEmitter.cpp.o,default,163520,125534
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/Decl.cpp.o,default,79938,79189
lib/SandboxIR/CMakeFiles/LLVMSandboxIR.dir/Instruction.cpp.o,default,57213,53366
lib/Transforms/IPO/CMakeFiles/LLVMipo.dir/FunctionAttrs.cpp.o,default,72257,67677
tools/clang/lib/Frontend/CMakeFiles/obj.clangFrontend.dir/ASTUnit.cpp.o,default,92595,88256
lib/Target/SPIRV/CMakeFiles/LLVMSPIRVCodeGen.dir/SPIRVBuiltins.cpp.o,default,199331,190002
tools/clang/lib/Analysis/CMakeFiles/obj.clangAnalysis.dir/UnsafeBufferUsage.cpp.o,default,90436,84063
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CodeGenFunction.cpp.o,default,85916,83841
lib/Target/RISCV/MCTargetDesc/CMakeFiles/LLVMRISCVDesc.dir/RISCVMCTargetDesc.cpp.o,default,2616869,2616090
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/Sema.cpp.o,default,125505,123773
lib/Target/AMDGPU/CMakeFiles/LLVMAMDGPUCodeGen.dir/SIRegisterInfo.cpp.o,default,2328921,2322447
lib/Target/AMDGPU/CMakeFiles/LLVMAMDGPUCodeGen.dir/R600TargetMachine.cpp.o,default,89900,99074
lib/Target/NVPTX/CMakeFiles/LLVMNVPTXCodeGen.dir/NVPTXTargetMachine.cpp.o,default,31317,32188
tools/clang/lib/AST/CMakeFiles/obj.clangAST.dir/ExprConstant.cpp.o,default,433345,377030
utils/TableGen/CMakeFiles/llvm-tblgen.dir/GlobalISelEmitter.cpp.o,default,138863,126719
lib/Transforms/Instrumentation/CMakeFiles/LLVMInstrumentation.dir/HWAddressSanitizer.cpp.o,default,72284,64455
lib/Transforms/Utils/CMakeFiles/LLVMTransformUtils.dir/Local.cpp.o,default,90435,87090
lib/Target/X86/CMakeFiles/LLVMX86CodeGen.dir/X86TargetMachine.cpp.o,default,18088,17145
tools/clang/lib/Analysis/CMakeFiles/obj.clangAnalysis.dir/CFG.cpp.o,default,116959,81045
lib/ExecutionEngine/Orc/CMakeFiles/LLVMOrcJIT.dir/ELFNixPlatform.cpp.o,default,78050,74481
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGExprScalar.cpp.o,default,136905,114804
lib/ObjectYAML/CMakeFiles/LLVMObjectYAML.dir/CodeViewYAMLSymbols.cpp.o,default,139012,101504
lib/Target/ARM/AsmParser/CMakeFiles/LLVMARMAsmParser.dir/ARMAsmParser.cpp.o,default,461567,449339
lib/ExecutionEngine/Orc/CMakeFiles/LLVMOrcJIT.dir/LLJIT.cpp.o,default,64590,63513
tools/clang/tools/libclang/CMakeFiles/libclang.dir/CIndex.cpp.o,default,152775,141726
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaExprObjC.cpp.o,default,99532,95343
lib/Target/AArch64/CMakeFiles/LLVMAArch64CodeGen.dir/AArch64ISelDAGToDAG.cpp.o,default,684289,666741
utils/TableGen/CMakeFiles/llvm-tblgen.dir/RegisterInfoEmitter.cpp.o,default,125497,104913
lib/Transforms/InstCombine/CMakeFiles/LLVMInstCombine.dir/InstCombineCalls.cpp.o,default,113208,106898
tools/llvm-profgen/CMakeFiles/llvm-profgen.dir/ProfileGenerator.cpp.o,default,73966,70370
lib/Transforms/Scalar/CMakeFiles/LLVMScalarOpts.dir/LowerMatrixIntrinsics.cpp.o,default,88294,82981
lib/Transforms/Scalar/CMakeFiles/LLVMScalarOpts.dir/SimpleLoopUnswitch.cpp.o,default,104815,101480
lib/ObjectYAML/CMakeFiles/LLVMObjectYAML.dir/DWARFYAML.cpp.o,default,160842,126998
utils/TableGen/CMakeFiles/llvm-tblgen.dir/GlobalISelCombinerEmitter.cpp.o,default,144691,127328
lib/Target/AArch64/CMakeFiles/LLVMAArch64CodeGen.dir/AArch64FastISel.cpp.o,default,161549,154825
lib/Transforms/Utils/CMakeFiles/LLVMTransformUtils.dir/InlineFunction.cpp.o,default,79487,76751
lib/ExecutionEngine/Orc/CMakeFiles/LLVMOrcJIT.dir/COFFPlatform.cpp.o,default,83521,79699
tools/llvm-profgen/CMakeFiles/llvm-profgen.dir/ProfiledBinary.cpp.o,default,75983,73404
tools/llvm-pdbutil/CMakeFiles/llvm-pdbutil.dir/llvm-pdbutil.cpp.o,default,135106,128707
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGStmtOpenMP.cpp.o,default,238756,228931
lib/Transforms/Vectorize/CMakeFiles/LLVMVectorize.dir/VectorCombine.cpp.o,default,112704,107338
lib/Target/AMDGPU/CMakeFiles/LLVMAMDGPUCodeGen.dir/AMDGPUInstructionSelector.cpp.o,default,965954,934669
tools/clang/lib/Frontend/CMakeFiles/obj.clangFrontend.dir/CompilerInstance.cpp.o,default,75193,70527
lib/CodeGen/MIRParser/CMakeFiles/LLVMMIRParser.dir/MIRParser.cpp.o,default,115910,100586
lib/Target/AArch64/CMakeFiles/LLVMAArch64CodeGen.dir/AArch64InstrInfo.cpp.o,default,156326,134791
tools/clang/tools/clang-scan-deps/CMakeFiles/clang-scan-deps.dir/ClangScanDeps.cpp.o,default,99381,83443
tools/clang/lib/Sema/CMakeFiles/obj.clangSema.dir/SemaLambda.cpp.o,default,53893,53221
lib/Bitcode/Writer/CMakeFiles/LLVMBitWriter.dir/BitcodeWriter.cpp.o,default,138740,127514
tools/clang/lib/Frontend/CMakeFiles/obj.clangFrontend.dir/FrontendAction.cpp.o,default,62095,57245
lib/Target/SPIRV/CMakeFiles/LLVMSPIRVCodeGen.dir/SPIRVEmitIntrinsics.cpp.o,default,75117,70072
tools/lli/CMakeFiles/lli.dir/lli.cpp.o,default,84184,76094
tools/clang/lib/StaticAnalyzer/Checkers/CMakeFiles/obj.clangStaticAnalyzerCheckers.dir/OSObjectCStyleCast.cpp.o,default,25616,24951
utils/TableGen/CMakeFiles/llvm-tblgen.dir/SubtargetEmitter.cpp.o,default,94951,77488
lib/Target/RISCV/CMakeFiles/LLVMRISCVCodeGen.dir/RISCVTargetMachine.cpp.o,default,32316,31476
tools/lld/COFF/CMakeFiles/lldCOFF.dir/Driver.cpp.o,default,109769,104230
lib/Frontend/OpenMP/CMakeFiles/LLVMFrontendOpenMP.dir/OMPIRBuilder.cpp.o,default,322735,286849
tools/clang/lib/Format/CMakeFiles/obj.clangFormat.dir/Format.cpp.o,default,165648,152765
lib/ProfileData/Coverage/CMakeFiles/LLVMCoverage.dir/CoverageMapping.cpp.o,default,86445,83643
lib/Transforms/Vectorize/CMakeFiles/LLVMVectorize.dir/VPlanRecipes.cpp.o,default,101659,95412
lib/Target/X86/CMakeFiles/LLVMX86CodeGen.dir/X86CodeGenPassBuilder.cpp.o,default,82252,90992
lib/LTO/CMakeFiles/LLVMLTO.dir/LTOBackend.cpp.o,default,50110,46732
lib/Target/SPIRV/CMakeFiles/LLVMSPIRVCodeGen.dir/SPIRVTargetMachine.cpp.o,default,90246,89844
lib/Target/AArch64/CMakeFiles/LLVMAArch64CodeGen.dir/GISel/AArch64InstructionSelector.cpp.o,default,590376,575742
tools/lld/MachO/CMakeFiles/lldMachO.dir/Writer.cpp.o,default,63316,62022
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/CGOpenMPRuntimeGPU.cpp.o,default,67462,65356
tools/llvm-lto/CMakeFiles/llvm-lto.dir/llvm-lto.cpp.o,default,71466,57445
lib/IR/CMakeFiles/LLVMCore.dir/LLVMContextImpl.cpp.o,default,35983,35580
tools/clang/lib/CodeGen/CMakeFiles/obj.clangCodeGen.dir/ItaniumCXXABI.cpp.o,default,90311,87415
lib/ObjectYAML/CMakeFiles/LLVMObjectYAML.dir/ELFYAML.cpp.o,default,533543,257706
lib/Target/AMDGPU/MCTargetDesc/CMakeFiles/LLVMAMDGPUDesc.dir/AMDGPUMCCodeEmitter.cpp.o,default,1173101,1102995
lib/CodeGen/CMakeFiles/LLVMCodeGen.dir/MachineScheduler.cpp.o,default,83385,79808
lib/Analysis/CMakeFiles/LLVMAnalysis.dir/ValueTracking.cpp.o,default,189969,161099
lib/Transforms/Scalar/CMakeFiles/LLVMScalarOpts.dir/DeadStoreElimination.cpp.o,default,73179,71473
